task_id,logged_date,target_completion_date,department,defect_type,mast_number,severity,priority,section_id,station_code,location,latitude,longitude,estimated_duration_hours,deferred_count,status,corridor_id,source_type,source
TDMS_TASK_015946,2024-08-21,2024-08-26,TRACTION,Neutral Section Fault,RB-OHE-015946,CRITICAL,P1_EMERGENCY,SEC_019,OV,Ottivakkam - Karunguzhi Block,12.605647,79.963249,2.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015947,2024-03-13,2024-03-19,TRACTION,Substation Feed Issue,RB-OHE-015947,CRITICAL,P1_EMERGENCY,SEC_008,PV,Pallavaram - Chromepet Block,12.958239,80.145447,3.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015948,2024-12-20,2025-01-05,TRACTION,Insulator Damage,RB-OHE-015948,MEDIUM,P3_NORMAL,SEC_052,TP,Tiruchchirapalli Fort - Tiruchchirappalli Palakarai Block,10.815085,78.692085,2.4,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015949,2024-01-25,2024-02-02,TRACTION,Insulator Damage,RB-OHE-015949,HIGH,P2_URGENT,SEC_063,KON,Kudalnagar - Madurai Junction Block,9.939084,78.106585,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015950,2024-06-20,2024-07-17,TRACTION,Insulator Damage,RB-OHE-015950,MEDIUM,P3_NORMAL,SEC_008,PV,Pallavaram - Chromepet Block,12.964576,80.149929,2.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015951,2024-10-15,2024-10-26,TRACTION,Insulator Damage,RB-OHE-015951,HIGH,P2_URGENT,SEC_001,MS,Chennai Egmore - Mambalam Block,13.055495,80.242481,1.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015952,2024-10-05,2024-10-11,TRACTION,Substation Feed Issue,RB-OHE-015952,HIGH,P2_URGENT,SEC_033,TVNL,Tiruvennainallur Road - Pavunur Block,11.743993,79.373661,3.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015953,2024-06-17,2024-06-27,TRACTION,Insulator Damage,RB-OHE-015953,HIGH,P2_URGENT,SEC_010,TBMS,Tambaram Sanatorium - Tambaram Block,12.92824,80.120721,2.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015954,2024-06-28,2024-07-20,TRACTION,Insulator Damage,RB-OHE-015954,MEDIUM,P3_NORMAL,SEC_039,MTUR,Mathur - Sendurai Block,11.304968,79.197888,2.1,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015955,2024-11-18,2024-11-27,TRACTION,Catenary Wear,RB-OHE-015955,HIGH,P2_URGENT,SEC_011,TBM,Tambaram - Perungalattur Block,12.919259,80.110647,4.2,2,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015956,2024-06-07,2024-06-08,TRACTION,Substation Feed Issue,RB-OHE-015956,CRITICAL,P1_EMERGENCY,SEC_034,PVN,Pavunur - Vriddhachalam Junction Block,11.54315,79.316406,4.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015957,2024-01-16,2024-01-22,TRACTION,Neutral Section Fault,RB-OHE-015957,CRITICAL,P1_EMERGENCY,SEC_020,KGZ,Karunguzhi - Madurantakam Block,12.511025,79.897509,3.3,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015958,2024-05-30,2024-06-12,TRACTION,Neutral Section Fault,RB-OHE-015958,HIGH,P2_URGENT,SEC_028,PEI,Perani - Vikravandi Block,12.099354,79.551658,2.7,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015959,2024-01-16,2024-01-22,TRACTION,Catenary Wear,RB-OHE-015959,HIGH,P2_URGENT,SEC_060,KFC,Kalpattichatram - Ayyalur Block,10.517,78.231862,4.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015960,2024-11-16,2024-11-18,TRACTION,Substation Feed Issue,RB-OHE-015960,CRITICAL,P1_EMERGENCY,SEC_018,CGL,Chengalpattu Junction - Ottivakkam Block,12.689248,79.980203,3.5,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015961,2024-03-21,2024-03-26,TRACTION,Insulator Damage,RB-OHE-015961,CRITICAL,P1_EMERGENCY,SEC_001,MS,Chennai Egmore - Mambalam Block,13.05194,80.239481,1.7,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015962,2024-02-23,2024-03-05,TRACTION,Neutral Section Fault,RB-OHE-015962,HIGH,P2_URGENT,SEC_036,TLNR,Talanallur - Pennadam Block,11.459634,79.262494,3.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015963,2024-08-16,2024-08-17,TRACTION,Substation Feed Issue,RB-OHE-015963,CRITICAL,P1_EMERGENCY,SEC_011,TBM,Tambaram - Perungalattur Block,12.90759,80.097659,3.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015964,2024-04-16,2024-04-22,TRACTION,Neutral Section Fault,RB-OHE-015964,HIGH,P2_URGENT,SEC_016,CTM,Kattangulathur - Singaperumal Koil Block,12.778398,80.010542,3.2,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015965,2024-09-27,2024-09-28,TRACTION,Substation Feed Issue,RB-OHE-015965,CRITICAL,P1_EMERGENCY,SEC_042,ALU,Ariyalur - Sillakkudi Block,11.114503,79.047931,3.4,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015966,2024-09-20,2024-09-23,TRACTION,Catenary Wear,RB-OHE-015966,CRITICAL,P1_EMERGENCY,SEC_034,PVN,Pavunur - Vriddhachalam Junction Block,11.581763,79.315945,3.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015967,2024-07-08,2024-07-25,TRACTION,Insulator Damage,RB-OHE-015967,HIGH,P2_URGENT,SEC_045,KKPM,Kallakkudi Palanganatham - Pullampadi Block,10.963729,78.946353,2.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015968,2024-04-18,2024-04-24,TRACTION,Neutral Section Fault,RB-OHE-015968,CRITICAL,P1_EMERGENCY,SEC_046,PMB,Pullampadi - Kattur Block,10.923122,78.893716,3.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015969,2024-04-12,2024-04-23,TRACTION,Substation Feed Issue,RB-OHE-015969,HIGH,P2_URGENT,SEC_016,CTM,Kattangulathur - Singaperumal Koil Block,12.790396,80.017651,3.4,2,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015970,2024-01-01,2024-01-10,TRACTION,Insulator Damage,RB-OHE-015970,HIGH,P2_URGENT,SEC_035,VRI,Vriddhachalam Junction - Talanallur Block,11.515213,79.303082,2.3,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015971,2024-11-19,2024-12-03,TRACTION,Catenary Wear,RB-OHE-015971,HIGH,P2_URGENT,SEC_054,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.767785,78.647848,4.3,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015972,2024-03-20,2024-03-27,TRACTION,Insulator Damage,RB-OHE-015972,HIGH,P2_URGENT,SEC_013,VDR,Vandalur - Urappakkam Block,12.882378,80.080043,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015973,2024-06-20,2024-06-21,TRACTION,Substation Feed Issue,RB-OHE-015973,CRITICAL,P1_EMERGENCY,SEC_003,GDY,Guindy - St. Thomas Mount Block,12.996984,80.201483,3.9,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015974,2024-01-11,2024-01-18,TRACTION,Insulator Damage,RB-OHE-015974,HIGH,P2_URGENT,SEC_022,MLMR,Melmaruvattur - Tozhuppedu Block,12.390437,79.80207,1.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015975,2024-07-05,2024-07-06,TRACTION,Substation Feed Issue,RB-OHE-015975,CRITICAL,P1_EMERGENCY,SEC_042,ALU,Ariyalur - Sillakkudi Block,11.1175,79.049735,3.3,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015976,2024-04-17,2024-04-30,TRACTION,Catenary Wear,RB-OHE-015976,HIGH,P2_URGENT,SEC_036,TLNR,Talanallur - Pennadam Block,11.404349,79.224973,4.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015977,2024-07-04,2024-07-05,TRACTION,Substation Feed Issue,RB-OHE-015977,CRITICAL,P1_EMERGENCY,SEC_015,GI,Guduvancheri - Kattangulathur Block,12.814399,80.033546,3.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015978,2024-04-29,2024-05-07,TRACTION,Substation Feed Issue,RB-OHE-015978,HIGH,P2_URGENT,SEC_006,MN,Meenambakkam - Tirusulam Block,12.981961,80.169084,4.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015979,2024-10-08,2024-10-25,TRACTION,Insulator Damage,RB-OHE-015979,MEDIUM,P3_NORMAL,SEC_053,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.801129,78.689779,1.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015980,2024-12-14,2024-12-27,TRACTION,Substation Feed Issue,RB-OHE-015980,MEDIUM,P3_NORMAL,SEC_015,GI,Guduvancheri - Kattangulathur Block,12.823121,80.040365,3.4,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015981,2024-08-24,2024-08-26,TRACTION,Neutral Section Fault,RB-OHE-015981,CRITICAL,P1_EMERGENCY,SEC_046,PMB,Pullampadi - Kattur Block,10.931821,78.906007,3.2,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015982,2024-10-22,2024-11-05,TRACTION,Catenary Wear,RB-OHE-015982,HIGH,P2_URGENT,SEC_045,KKPM,Kallakkudi Palanganatham - Pullampadi Block,10.958827,78.940392,3.9,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015983,2024-06-17,2024-07-04,TRACTION,Neutral Section Fault,RB-OHE-015983,MEDIUM,P3_NORMAL,SEC_030,MYP,Mundiyampakkam - Viluppuram Junction Block,11.951446,79.501413,3.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015984,2024-02-14,2024-02-20,TRACTION,Substation Feed Issue,RB-OHE-015984,HIGH,P2_URGENT,SEC_045,KKPM,Kallakkudi Palanganatham - Pullampadi Block,10.94981,78.929428,3.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015985,2024-05-12,2024-05-17,TRACTION,Neutral Section Fault,RB-OHE-015985,CRITICAL,P1_EMERGENCY,SEC_019,OV,Ottivakkam - Karunguzhi Block,12.587181,79.950259,3.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015986,2024-02-14,2024-02-26,TRACTION,Neutral Section Fault,RB-OHE-015986,HIGH,P2_URGENT,SEC_020,KGZ,Karunguzhi - Madurantakam Block,12.517209,79.901618,2.7,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015987,2024-01-17,2024-01-23,TRACTION,Catenary Wear,RB-OHE-015987,HIGH,P2_URGENT,SEC_025,OLA,Olakur - Tindivanam Block,12.287344,79.704823,4.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015988,2024-12-30,2025-01-18,TRACTION,Insulator Damage,RB-OHE-015988,MEDIUM,P3_NORMAL,SEC_028,PEI,Perani - Vikravandi Block,12.091632,79.550373,1.7,1,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015989,2024-06-24,2024-07-05,TRACTION,Insulator Damage,RB-OHE-015989,HIGH,P2_URGENT,SEC_063,KON,Kudalnagar - Madurai Junction Block,9.936351,78.107094,1.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015990,2024-09-02,2024-09-08,TRACTION,Neutral Section Fault,RB-OHE-015990,HIGH,P2_URGENT,SEC_054,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.755678,78.630729,3.2,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015991,2024-06-06,2024-06-22,TRACTION,Catenary Wear,RB-OHE-015991,HIGH,P2_URGENT,SEC_038,ICG,Ichchangadu - Mathur Block,11.366003,79.218215,4.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015992,2024-08-16,2024-08-22,TRACTION,Insulator Damage,RB-OHE-015992,HIGH,P2_URGENT,SEC_040,SNDI,Sendurai - Ottakovil Block,11.223713,79.113707,1.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015993,2024-04-17,2024-05-13,TRACTION,Insulator Damage,RB-OHE-015993,MEDIUM,P3_NORMAL,SEC_055,PUG,Punggudi - Kolatur Block,10.717681,78.573562,1.7,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015994,2024-08-03,2024-08-16,TRACTION,Insulator Damage,RB-OHE-015994,HIGH,P2_URGENT,SEC_041,OTK,Ottakovil - Ariyalur Block,11.178229,79.082769,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015995,2024-07-12,2024-07-15,TRACTION,Substation Feed Issue,RB-OHE-015995,CRITICAL,P1_EMERGENCY,SEC_049,VLDE,Valadi - Srirangam Block,10.861218,78.710645,3.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015996,2024-02-24,2024-03-11,TRACTION,Substation Feed Issue,RB-OHE-015996,HIGH,P2_URGENT,SEC_053,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.795716,78.686241,3.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015997,2024-07-17,2024-07-19,TRACTION,Substation Feed Issue,RB-OHE-015997,CRITICAL,P1_EMERGENCY,SEC_046,PMB,Pullampadi - Kattur Block,10.933278,78.908065,3.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015998,2024-04-06,2024-04-09,TRACTION,Catenary Wear,RB-OHE-015998,CRITICAL,P1_EMERGENCY,SEC_053,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.800419,78.689315,3.7,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_015999,2024-07-23,2024-08-05,TRACTION,Substation Feed Issue,RB-OHE-015999,HIGH,P2_URGENT,SEC_054,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.767504,78.647451,3.3,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016000,2024-06-07,2024-06-24,TRACTION,Neutral Section Fault,RB-OHE-016000,HIGH,P2_URGENT,SEC_029,VVN,Vikravandi - Mundiyampakkam Block,12.026608,79.53101,2.9,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016001,2024-04-28,2024-05-16,TRACTION,Insulator Damage,RB-OHE-016001,MEDIUM,P3_NORMAL,SEC_022,MLMR,Melmaruvattur - Tozhuppedu Block,12.375999,79.790442,1.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016002,2024-06-12,2024-06-20,TRACTION,Insulator Damage,RB-OHE-016002,HIGH,P2_URGENT,SEC_025,OLA,Olakur - Tindivanam Block,12.297427,79.714059,2.2,3,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016003,2024-01-27,2024-02-04,TRACTION,Catenary Wear,RB-OHE-016003,HIGH,P2_URGENT,SEC_039,MTUR,Mathur - Sendurai Block,11.311964,79.202159,3.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016004,2024-12-21,2024-12-27,TRACTION,Catenary Wear,RB-OHE-016004,CRITICAL,P1_EMERGENCY,SEC_068,MVN,Milavittan - Tuticorin Block,8.808401,78.126625,3.8,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016005,2024-08-01,2024-08-06,TRACTION,Neutral Section Fault,RB-OHE-016005,CRITICAL,P1_EMERGENCY,SEC_033,TVNL,Tiruvennainallur Road - Pavunur Block,11.70861,79.359332,2.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016006,2024-01-17,2024-01-20,TRACTION,Catenary Wear,RB-OHE-016006,CRITICAL,P1_EMERGENCY,SEC_034,PVN,Pavunur - Vriddhachalam Junction Block,11.56123,79.31619,3.8,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016007,2024-02-21,2024-02-28,TRACTION,Catenary Wear,RB-OHE-016007,HIGH,P2_URGENT,SEC_036,TLNR,Talanallur - Pennadam Block,11.451349,79.256872,4.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016008,2024-01-06,2024-01-14,TRACTION,Insulator Damage,RB-OHE-016008,HIGH,P2_URGENT,SEC_021,MMK,Madurantakam - Melmaruvattur Block,12.454569,79.85345,2.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016009,2024-04-01,2024-04-04,TRACTION,Substation Feed Issue,RB-OHE-016009,CRITICAL,P1_EMERGENCY,SEC_019,OV,Ottivakkam - Karunguzhi Block,12.604313,79.962311,3.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016010,2024-11-30,2024-12-24,TRACTION,Insulator Damage,RB-OHE-016010,MEDIUM,P3_NORMAL,SEC_024,KSGL,Karasangal - Olakur Block,12.330025,79.745785,1.9,3,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016011,2024-09-23,2024-10-25,TRACTION,Substation Feed Issue,RB-OHE-016011,MEDIUM,P3_NORMAL,SEC_023,TZD,Tozhuppedu - Karasangal Block,12.355061,79.77084,3.5,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016012,2024-11-17,2024-11-19,TRACTION,Substation Feed Issue,RB-OHE-016012,CRITICAL,P1_EMERGENCY,SEC_010,TBMS,Tambaram Sanatorium - Tambaram Block,12.931557,80.124518,3.5,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016013,2024-06-24,2024-07-03,TRACTION,Substation Feed Issue,RB-OHE-016013,HIGH,P2_URGENT,SEC_049,VLDE,Valadi - Srirangam Block,10.860537,78.707803,3.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016014,2024-04-15,2024-04-24,TRACTION,Catenary Wear,RB-OHE-016014,HIGH,P2_URGENT,SEC_004,STM,St. Thomas Mount - Palavanthangal Block,12.991887,80.191399,4.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016015,2024-05-18,2024-05-25,TRACTION,Catenary Wear,RB-OHE-016015,HIGH,P2_URGENT,SEC_057,MPA,Manapparai - Chettiyapatti Block,10.57992,78.374425,4.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016016,2024-04-27,2024-05-03,TRACTION,Neutral Section Fault,RB-OHE-016016,CRITICAL,P1_EMERGENCY,SEC_015,GI,Guduvancheri - Kattangulathur Block,12.821773,80.039311,2.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016017,2024-11-14,2024-11-29,TRACTION,Neutral Section Fault,RB-OHE-016017,HIGH,P2_URGENT,SEC_038,ICG,Ichchangadu - Mathur Block,11.351529,79.214541,2.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016018,2024-08-04,2024-08-13,TRACTION,Insulator Damage,RB-OHE-016018,HIGH,P2_URGENT,SEC_017,SKL,Singaperumal Koil - Chengalpattu Junction Block,12.699503,79.982303,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016019,2024-10-31,2024-11-12,TRACTION,Neutral Section Fault,RB-OHE-016019,HIGH,P2_URGENT,SEC_007,TLM,Tirusulam - Pallavaram Block,12.974174,80.159089,2.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016020,2024-03-14,2024-03-16,TRACTION,Neutral Section Fault,RB-OHE-016020,CRITICAL,P1_EMERGENCY,SEC_023,TZD,Tozhuppedu - Karasangal Block,12.341258,79.756993,3.1,3,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016021,2024-11-25,2024-11-26,TRACTION,Substation Feed Issue,RB-OHE-016021,CRITICAL,P1_EMERGENCY,SEC_041,OTK,Ottakovil - Ariyalur Block,11.15977,79.073873,3.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016022,2024-11-16,2024-11-26,TRACTION,Catenary Wear,RB-OHE-016022,HIGH,P2_URGENT,SEC_050,SRGM,Srirangam - Tiruchchirappalli Town Block,10.835909,78.701394,3.5,3,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016023,2024-08-05,2024-08-18,TRACTION,Insulator Damage,RB-OHE-016023,HIGH,P2_URGENT,SEC_044,KLGM,Kallagam - Kallakkudi Palanganatham Block,10.986309,78.96839,2.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016024,2024-04-08,2024-04-24,TRACTION,Catenary Wear,RB-OHE-016024,HIGH,P2_URGENT,SEC_046,PMB,Pullampadi - Kattur Block,10.905034,78.868158,4.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016025,2024-08-06,2024-08-23,TRACTION,Insulator Damage,RB-OHE-016025,HIGH,P2_URGENT,SEC_052,TP,Tiruchchirapalli Fort - Tiruchchirappalli Palakarai Block,10.818416,78.691132,1.7,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_016026,2024-01-22,2024-01-24,TRACTION,Substation Feed Issue,RB-OHE-016026,CRITICAL,P1_EMERGENCY,SEC_033,TVNL,Tiruvennainallur Road - Pavunur Block,11.715733,79.362217,3.9,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
