task_id,logged_date,target_completion_date,department,defect_type,signal_id,severity,priority,section_id,station_code,location,latitude,longitude,estimated_duration_hours,deferred_count,status,corridor_id,source_type,source
SMMS_TASK_012570,2024-08-09,2024-08-10,SIGNAL,Track Circuit Failure,RB-SIG-012570,CRITICAL,P1_EMERGENCY,SEC_058,CII,Chettiyapatti - Vaiyampatti Block,10.566721,78.351871,1.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012571,2024-07-10,2024-07-11,SIGNAL,Cable Fault,RB-SIG-012571,CRITICAL,P1_EMERGENCY,SEC_050,SRGM,Srirangam - Tiruchchirappalli Town Block,10.855019,78.696631,3.0,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012572,2024-07-13,2024-07-14,SIGNAL,Interlocking Fault,RB-SIG-012572,CRITICAL,P1_EMERGENCY,SEC_046,PMB,Pullampadi - Kattur Block,10.927233,78.899523,4.2,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012573,2024-09-25,2024-09-30,SIGNAL,Axle Counter Error,RB-SIG-012573,CRITICAL,P1_EMERGENCY,SEC_059,VPJ,Vaiyampatti - Kalpattichatram Block,10.535838,78.286189,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012574,2024-05-04,2024-05-19,SIGNAL,Cable Fault,RB-SIG-012574,HIGH,P2_URGENT,SEC_022,MLMR,Melmaruvattur - Tozhuppedu Block,12.389748,79.801515,2.9,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012575,2024-05-02,2024-05-07,SIGNAL,Cable Fault,RB-SIG-012575,HIGH,P2_URGENT,SEC_028,PEI,Perani - Vikravandi Block,12.072169,79.547135,3.4,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012576,2024-03-03,2024-04-02,SIGNAL,Interlocking Fault,RB-SIG-012576,MEDIUM,P3_NORMAL,SEC_002,MBM,Mambalam - Guindy Block,13.029633,80.223423,3.6,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012577,2024-01-28,2024-02-06,SIGNAL,Interlocking Fault,RB-SIG-012577,HIGH,P2_URGENT,SEC_059,VPJ,Vaiyampatti - Kalpattichatram Block,10.524104,78.251338,4.2,4,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012578,2024-12-02,2024-12-15,SIGNAL,Point Machine Issue,RB-SIG-012578,HIGH,P2_URGENT,SEC_054,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.768337,78.648629,2.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012579,2024-04-15,2024-04-25,SIGNAL,Axle Counter Error,RB-SIG-012579,HIGH,P2_URGENT,SEC_066,APK,Aruppukkottai - Tattapparai Block,9.483433,78.098171,2.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012580,2024-06-13,2024-06-16,SIGNAL,Point Machine Issue,RB-SIG-012580,CRITICAL,P1_EMERGENCY,SEC_063,KON,Kudalnagar - Madurai Junction Block,9.945223,78.105443,2.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012581,2024-11-28,2024-11-30,SIGNAL,Interlocking Fault,RB-SIG-012581,CRITICAL,P1_EMERGENCY,SEC_027,MTL,Mailam - Perani Block,12.130724,79.576459,4.4,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012582,2024-03-18,2024-03-25,SIGNAL,Axle Counter Error,RB-SIG-012582,HIGH,P2_URGENT,SEC_007,TLM,Tirusulam - Pallavaram Block,12.971305,80.156028,1.7,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012583,2024-03-05,2024-03-21,SIGNAL,Axle Counter Error,RB-SIG-012583,MEDIUM,P3_NORMAL,SEC_012,PRGL,Perungalattur - Vandalur Block,12.904009,80.094135,1.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012584,2024-09-20,2024-09-24,SIGNAL,Point Machine Issue,RB-SIG-012584,CRITICAL,P1_EMERGENCY,SEC_008,PV,Pallavaram - Chromepet Block,12.955588,80.143572,2.5,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012585,2024-05-09,2024-05-19,SIGNAL,Cable Fault,RB-SIG-012585,HIGH,P2_URGENT,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.950255,80.139838,2.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012586,2024-04-03,2024-04-11,SIGNAL,Cable Fault,RB-SIG-012586,HIGH,P2_URGENT,SEC_018,CGL,Chengalpattu Junction - Ottivakkam Block,12.640101,79.976553,2.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012587,2024-10-12,2024-10-16,SIGNAL,Track Circuit Failure,RB-SIG-012587,CRITICAL,P1_EMERGENCY,SEC_038,ICG,Ichchangadu - Mathur Block,11.367718,79.21865,1.7,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012588,2024-04-07,2024-04-26,SIGNAL,Point Machine Issue,RB-SIG-012588,MEDIUM,P3_NORMAL,SEC_034,PVN,Pavunur - Vriddhachalam Junction Block,11.574926,79.316026,2.5,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012589,2024-01-02,2024-01-14,SIGNAL,Track Circuit Failure,RB-SIG-012589,MEDIUM,P3_NORMAL,SEC_015,GI,Guduvancheri - Kattangulathur Block,12.828654,80.044691,2.3,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012590,2024-10-29,2024-10-31,SIGNAL,Track Circuit Failure,RB-SIG-012590,CRITICAL,P1_EMERGENCY,SEC_061,AYR,Ayyalur - Vadamadurai Block,10.447073,78.114368,2.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012591,2024-12-21,2025-01-03,SIGNAL,Cable Fault,RB-SIG-012591,HIGH,P2_URGENT,SEC_068,MVN,Milavittan - Tuticorin Block,8.810594,78.100323,3.3,4,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012592,2024-11-28,2024-12-03,SIGNAL,Point Machine Issue,RB-SIG-012592,CRITICAL,P1_EMERGENCY,SEC_005,PZA,Palavanthangal - Meenambakkam Block,12.989573,80.185636,2.3,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012593,2024-02-12,2024-02-20,SIGNAL,Point Machine Issue,RB-SIG-012593,HIGH,P2_URGENT,SEC_061,AYR,Ayyalur - Vadamadurai Block,10.439315,78.105497,2.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012594,2024-06-20,2024-06-25,SIGNAL,Interlocking Fault,RB-SIG-012594,HIGH,P2_URGENT,SEC_027,MTL,Mailam - Perani Block,12.142306,79.58653,3.6,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012595,2024-11-19,2024-11-20,SIGNAL,Point Machine Issue,RB-SIG-012595,CRITICAL,P1_EMERGENCY,SEC_045,KKPM,Kallakkudi Palanganatham - Pullampadi Block,10.949344,78.928861,2.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012596,2024-08-19,2024-09-04,SIGNAL,Track Circuit Failure,RB-SIG-012596,MEDIUM,P3_NORMAL,SEC_058,CII,Chettiyapatti - Vaiyampatti Block,10.561523,78.342233,2.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012597,2024-04-19,2024-05-09,SIGNAL,Track Circuit Failure,RB-SIG-012597,MEDIUM,P3_NORMAL,SEC_019,OV,Ottivakkam - Karunguzhi Block,12.60742,79.964496,2.2,4,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012598,2024-05-12,2024-05-22,SIGNAL,Point Machine Issue,RB-SIG-012598,HIGH,P2_URGENT,SEC_030,MYP,Mundiyampakkam - Viluppuram Junction Block,11.988722,79.510071,2.6,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012599,2024-04-24,2024-05-02,SIGNAL,Point Machine Issue,RB-SIG-012599,HIGH,P2_URGENT,SEC_063,KON,Kudalnagar - Madurai Junction Block,9.941895,78.106062,2.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012600,2024-08-19,2024-08-20,SIGNAL,Track Circuit Failure,RB-SIG-012600,CRITICAL,P1_EMERGENCY,SEC_005,PZA,Palavanthangal - Meenambakkam Block,12.986481,80.178949,2.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012601,2024-08-26,2024-08-27,SIGNAL,Interlocking Fault,RB-SIG-012601,CRITICAL,P1_EMERGENCY,SEC_062,VDM,Vadamadurai - Kudalnagar Block,10.021774,78.104773,3.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012602,2024-09-23,2024-09-24,SIGNAL,Track Circuit Failure,RB-SIG-012602,CRITICAL,P1_EMERGENCY,SEC_041,OTK,Ottakovil - Ariyalur Block,11.156665,79.072377,1.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012603,2024-04-11,2024-04-16,SIGNAL,Axle Counter Error,RB-SIG-012603,CRITICAL,P1_EMERGENCY,SEC_065,TDN,Tiruparankundram - Aruppukkottai Block,9.859391,78.067249,1.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012604,2024-09-20,2024-09-22,SIGNAL,Interlocking Fault,RB-SIG-012604,CRITICAL,P1_EMERGENCY,SEC_026,TMV,Tindivanam - Mailam Block,12.194096,79.626396,3.7,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012605,2024-06-09,2024-06-23,SIGNAL,Track Circuit Failure,RB-SIG-012605,HIGH,P2_URGENT,SEC_054,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.770685,78.651948,1.9,3,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012606,2024-01-15,2024-01-19,SIGNAL,Interlocking Fault,RB-SIG-012606,CRITICAL,P1_EMERGENCY,SEC_055,PUG,Punggudi - Kolatur Block,10.738957,78.606119,4.1,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012607,2024-10-12,2024-10-22,SIGNAL,Point Machine Issue,RB-SIG-012607,HIGH,P2_URGENT,SEC_068,MVN,Milavittan - Tuticorin Block,8.808374,78.126952,2.3,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012608,2024-02-06,2024-02-13,SIGNAL,Track Circuit Failure,RB-SIG-012608,HIGH,P2_URGENT,SEC_008,PV,Pallavaram - Chromepet Block,12.959645,80.146442,2.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012609,2024-01-04,2024-01-09,SIGNAL,Track Circuit Failure,RB-SIG-012609,CRITICAL,P1_EMERGENCY,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.938621,80.131845,1.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012610,2024-09-16,2024-09-19,SIGNAL,Axle Counter Error,RB-SIG-012610,CRITICAL,P1_EMERGENCY,SEC_003,GDY,Guindy - St. Thomas Mount Block,13.007299,80.211302,1.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012611,2024-02-01,2024-02-03,SIGNAL,Interlocking Fault,RB-SIG-012611,CRITICAL,P1_EMERGENCY,SEC_027,MTL,Mailam - Perani Block,12.126514,79.572798,4.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012612,2024-07-13,2024-07-14,SIGNAL,Axle Counter Error,RB-SIG-012612,CRITICAL,P1_EMERGENCY,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.951333,80.140579,2.3,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012613,2024-05-02,2024-05-06,SIGNAL,Point Machine Issue,RB-SIG-012613,CRITICAL,P1_EMERGENCY,SEC_029,VVN,Vikravandi - Mundiyampakkam Block,12.020256,79.527083,2.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012614,2024-12-11,2024-12-12,SIGNAL,Point Machine Issue,RB-SIG-012614,CRITICAL,P1_EMERGENCY,SEC_065,TDN,Tiruparankundram - Aruppukkottai Block,9.588722,78.096059,2.4,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012615,2024-04-23,2024-04-29,SIGNAL,Track Circuit Failure,RB-SIG-012615,HIGH,P2_URGENT,SEC_040,SNDI,Sendurai - Ottakovil Block,11.23699,79.136352,2.3,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012616,2024-02-07,2024-02-08,SIGNAL,Interlocking Fault,RB-SIG-012616,CRITICAL,P1_EMERGENCY,SEC_056,KLS,Kolatur - Manapparai Block,10.652476,78.480686,4.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012617,2024-02-19,2024-03-05,SIGNAL,Cable Fault,RB-SIG-012617,HIGH,P2_URGENT,SEC_026,TMV,Tindivanam - Mailam Block,12.21073,79.638319,3.4,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012618,2024-12-28,2025-01-03,SIGNAL,Point Machine Issue,RB-SIG-012618,HIGH,P2_URGENT,SEC_033,TVNL,Tiruvennainallur Road - Pavunur Block,11.76199,79.380949,2.4,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012619,2024-12-17,2025-01-01,SIGNAL,Point Machine Issue,RB-SIG-012619,HIGH,P2_URGENT,SEC_025,OLA,Olakur - Tindivanam Block,12.261574,79.681219,2.4,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012620,2024-02-18,2024-02-25,SIGNAL,Axle Counter Error,RB-SIG-012620,HIGH,P2_URGENT,SEC_001,MS,Chennai Egmore - Mambalam Block,13.071883,80.256308,2.0,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012621,2024-05-03,2024-05-31,SIGNAL,Axle Counter Error,RB-SIG-012621,MEDIUM,P3_NORMAL,SEC_001,MS,Chennai Egmore - Mambalam Block,13.063655,80.249365,2.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012622,2024-01-12,2024-01-20,SIGNAL,Cable Fault,RB-SIG-012622,HIGH,P2_URGENT,SEC_027,MTL,Mailam - Perani Block,12.152958,79.595793,2.9,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012623,2024-10-27,2024-11-10,SIGNAL,Cable Fault,RB-SIG-012623,HIGH,P2_URGENT,SEC_068,MVN,Milavittan - Tuticorin Block,8.806887,78.144786,3.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012624,2024-11-25,2024-12-07,SIGNAL,Cable Fault,RB-SIG-012624,HIGH,P2_URGENT,SEC_037,PNDM,Pennadam - Ichchangadu Block,11.383073,79.220087,3.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012625,2024-09-15,2024-09-19,SIGNAL,Track Circuit Failure,RB-SIG-012625,CRITICAL,P1_EMERGENCY,SEC_024,KSGL,Karasangal - Olakur Block,12.319154,79.735019,1.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012626,2024-07-03,2024-07-17,SIGNAL,Point Machine Issue,RB-SIG-012626,HIGH,P2_URGENT,SEC_044,KLGM,Kallagam - Kallakkudi Palanganatham Block,10.983345,78.965596,2.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012627,2024-05-15,2024-05-16,SIGNAL,Interlocking Fault,RB-SIG-012627,CRITICAL,P1_EMERGENCY,SEC_006,MN,Meenambakkam - Tirusulam Block,12.984372,80.174377,4.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012628,2024-04-14,2024-05-14,SIGNAL,Interlocking Fault,RB-SIG-012628,MEDIUM,P3_NORMAL,SEC_039,MTUR,Mathur - Sendurai Block,11.273985,79.17897,3.8,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012629,2024-09-17,2024-10-02,SIGNAL,Cable Fault,RB-SIG-012629,MEDIUM,P3_NORMAL,SEC_065,TDN,Tiruparankundram - Aruppukkottai Block,9.567741,78.098292,3.0,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012630,2024-07-28,2024-07-31,SIGNAL,Axle Counter Error,RB-SIG-012630,CRITICAL,P1_EMERGENCY,SEC_015,GI,Guduvancheri - Kattangulathur Block,12.811805,80.031518,1.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012631,2024-06-19,2024-07-12,SIGNAL,Axle Counter Error,RB-SIG-012631,MEDIUM,P3_NORMAL,SEC_064,MDU,Madurai Junction - Tiruparankundram Block,9.911462,78.101211,2.1,3,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012632,2024-05-18,2024-06-02,SIGNAL,Point Machine Issue,RB-SIG-012632,HIGH,P2_URGENT,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.927068,79.484416,2.8,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012633,2024-09-24,2024-09-30,SIGNAL,Point Machine Issue,RB-SIG-012633,HIGH,P2_URGENT,SEC_017,SKL,Singaperumal Koil - Chengalpattu Junction Block,12.750876,79.99751,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012634,2024-12-27,2025-01-06,SIGNAL,Cable Fault,RB-SIG-012634,MEDIUM,P3_NORMAL,SEC_026,TMV,Tindivanam - Mailam Block,12.194642,79.626787,3.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012635,2024-02-14,2024-02-15,SIGNAL,Interlocking Fault,RB-SIG-012635,CRITICAL,P1_EMERGENCY,SEC_053,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.80426,78.691825,3.7,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012636,2024-10-10,2024-10-15,SIGNAL,Interlocking Fault,RB-SIG-012636,CRITICAL,P1_EMERGENCY,SEC_041,OTK,Ottakovil - Ariyalur Block,11.203022,79.094717,3.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012637,2024-06-14,2024-06-29,SIGNAL,Interlocking Fault,RB-SIG-012637,HIGH,P2_URGENT,SEC_045,KKPM,Kallakkudi Palanganatham - Pullampadi Block,10.958947,78.940538,3.8,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012638,2024-08-28,2024-09-01,SIGNAL,Cable Fault,RB-SIG-012638,CRITICAL,P1_EMERGENCY,SEC_026,TMV,Tindivanam - Mailam Block,12.191234,79.624344,3.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012639,2024-10-19,2024-10-24,SIGNAL,Cable Fault,RB-SIG-012639,HIGH,P2_URGENT,SEC_051,TPTN,Tiruchchirappalli Town - Tiruchchirapalli Fort Block,10.827728,78.696929,3.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012640,2024-04-27,2024-05-15,SIGNAL,Cable Fault,RB-SIG-012640,MEDIUM,P3_NORMAL,SEC_038,ICG,Ichchangadu - Mathur Block,11.364431,79.217816,3.2,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012641,2024-03-14,2024-03-29,SIGNAL,Interlocking Fault,RB-SIG-012641,HIGH,P2_URGENT,SEC_050,SRGM,Srirangam - Tiruchchirappalli Town Block,10.845073,78.69911,4.1,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012642,2024-01-10,2024-01-12,SIGNAL,Track Circuit Failure,RB-SIG-012642,CRITICAL,P1_EMERGENCY,SEC_042,ALU,Ariyalur - Sillakkudi Block,11.131988,79.058456,2.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012643,2024-12-19,2024-12-29,SIGNAL,Track Circuit Failure,RB-SIG-012643,HIGH,P2_URGENT,SEC_042,ALU,Ariyalur - Sillakkudi Block,11.100338,79.039406,2.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012644,2024-10-18,2024-10-21,SIGNAL,Cable Fault,RB-SIG-012644,CRITICAL,P1_EMERGENCY,SEC_032,KDMD,Kandambakkam - Tiruvennainallur Road Block,11.859329,79.426479,2.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012645,2024-09-20,2024-10-05,SIGNAL,Interlocking Fault,RB-SIG-012645,HIGH,P2_URGENT,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.946384,80.137179,3.8,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012646,2024-01-18,2024-01-23,SIGNAL,Point Machine Issue,RB-SIG-012646,HIGH,P2_URGENT,SEC_005,PZA,Palavanthangal - Meenambakkam Block,12.989699,80.185908,2.4,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012647,2024-12-03,2024-12-08,SIGNAL,Interlocking Fault,RB-SIG-012647,CRITICAL,P1_EMERGENCY,SEC_038,ICG,Ichchangadu - Mathur Block,11.365122,79.217991,3.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012648,2024-02-11,2024-02-29,SIGNAL,Axle Counter Error,RB-SIG-012648,MEDIUM,P3_NORMAL,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.942577,80.134563,2.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012649,2024-04-16,2024-05-01,SIGNAL,Point Machine Issue,RB-SIG-012649,HIGH,P2_URGENT,SEC_041,OTK,Ottakovil - Ariyalur Block,11.208562,79.097386,2.5,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_012650,2024-08-03,2024-08-04,SIGNAL,Interlocking Fault,RB-SIG-012650,CRITICAL,P1_EMERGENCY,SEC_027,MTL,Mailam - Perani Block,12.119426,79.566635,3.8,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
